names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,celltypes
MAGI1,61.184223,1.658884,0.0,0.0,0.8937601957585645,0.6554610503577697,Cardiomyocytes (ISL1+)
TECRL,61.09606,2.475319,0.0,0.0,0.8939641109298532,0.49064398541919807,Cardiomyocytes (ISL1+)
MT-ND1,60.510822,1.0174752,0.0,0.0,0.9969412724306689,0.9764007020386122,Cardiomyocytes (ISL1+)
JMJD1C,60.25562,1.2243936,0.0,0.0,0.9630913539967374,0.8629944646955583,Cardiomyocytes (ISL1+)
FABP3,60.00972,3.0848768,0.0,0.0,0.6457993474714518,0.1315512353179425,Cardiomyocytes (ISL1+)
ASPH,59.937923,1.9917454,0.0,0.0,0.7985318107667211,0.4269474821115161,Cardiomyocytes (ISL1+)
MB,59.72188,3.292428,0.0,0.0,0.6307096247960848,0.10859997299851491,Cardiomyocytes (ISL1+)
VEGFC,59.66695,3.185439,0.0,0.0,0.6366231647634584,0.1402187120291616,Cardiomyocytes (ISL1+)
KLF12,59.59868,1.8323963,0.0,0.0,0.8360522022838499,0.5372485486701769,Cardiomyocytes (ISL1+)
MALAT1,59.50636,1.0634373,0.0,0.0,0.9995921696574225,0.9919265559605779,Cardiomyocytes (ISL1+)
HOMER1,59.43785,2.3959563,0.0,0.0,0.7200244698205547,0.30676387201296074,Cardiomyocytes (ISL1+)
DCBLD2,59.37586,1.8598648,0.0,0.0,0.8258564437194127,0.5198055893074119,Cardiomyocytes (ISL1+)
FHOD3,59.37417,2.3443096,0.0,0.0,0.8024061990212071,0.3092210071553935,Cardiomyocytes (ISL1+)
MEF2A,59.28789,1.4126846,0.0,0.0,0.9290375203915171,0.7628189550425274,Cardiomyocytes (ISL1+)
ZNF704,58.889736,2.3013177,0.0,0.0,0.7363376835236541,0.33322532739300664,Cardiomyocytes (ISL1+)
ATP5MC3,58.59808,1.20868,0.0,0.0,0.9455546492659054,0.8400972053462941,Cardiomyocytes (ISL1+)
EEF1A2,58.24682,3.0056777,0.0,0.0,0.6300978792822186,0.12796003780207912,Cardiomyocytes (ISL1+)
RBM20,58.20949,1.722223,0.0,0.0,0.8923327895595432,0.5977048737680573,Cardiomyocytes (ISL1+)
BMP7,58.198666,3.0003777,0.0,0.0,0.6309135399673735,0.15126231942756851,Cardiomyocytes (ISL1+)
MTRNR2L1,58.039825,1.3723043,0.0,0.0,0.9535073409461664,0.8177399756986634,Cardiomyocytes (ISL1+)
DPY19L2P1,57.97541,3.4344835,0.0,0.0,0.5917618270799347,0.10484676657216147,Cardiomyocytes (ISL1+)
OGA,57.644283,2.10329,0.0,0.0,0.7502039151712887,0.4589982449034697,Cardiomyocytes (ISL1+)
ATXN1,57.28005,1.743786,0.0,0.0,0.8480831973898858,0.5447819630079654,Cardiomyocytes (ISL1+)
SNTA1,57.243404,2.6718788,0.0,0.0,0.6523246329526917,0.1831780747941137,Cardiomyocytes (ISL1+)
TESC,57.225254,3.5034273,0.0,0.0,0.5785073409461664,0.09617928986094235,Cardiomyocytes (ISL1+)
KANK1,57.2132,1.9627613,0.0,0.0,0.7971044045676998,0.43286080734440396,Cardiomyocytes (ISL1+)
SYNPO2,56.735302,3.5695708,0.0,0.0,0.5752446982055465,0.10022951262319428,Cardiomyocytes (ISL1+)
